filename,column,normalized_column,inferred_dtype,missing_count,blank_string_count,missing_pct,unique_count,unique_count_source,is_candidate_key,numeric_min,numeric_max,numeric_mean,numeric_median,numeric_median_source,numeric_std,negative_count,zero_count,date_min,date_max,date_parsed_count,date_failed_count,example_values
ecommerce_delivery_analytics.csv,Order ID,order_id,categorical,0,0,0.0,100000.0,exact_non_null,True,,,,,,,,,,,,,ORD000001|ORD000002|ORD000003|ORD000004|ORD000005
ecommerce_delivery_analytics.csv,Customer ID,customer_id,categorical,0,0,0.0,9000.0,exact_non_null,True,,,,,,,,,,,,,CUST2824|CUST1409|CUST5506|CUST5012|CUST4657
ecommerce_delivery_analytics.csv,Platform,platform,categorical,0,0,0.0,3.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,JioMart|Blinkit|Swiggy Instamart
ecommerce_delivery_analytics.csv,Order Date & Time,order_date_and_time,categorical,0,0,0.0,60.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,19:29.5|54:29.5|21:29.5|49:29.5|36:29.5
ecommerce_delivery_analytics.csv,Delivery Time (Minutes),delivery_time_minutes,numeric,0,0,0.0,,n/a,False,5.0,76.0,29.536139999999936,30.0,sample,9.958883165315298,0.0,0.0,,,,,30|16|25|42|22
ecommerce_delivery_analytics.csv,Product Category,product_category,categorical,0,0,0.0,6.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Fruits & Vegetables|Dairy|Beverages|Personal Care|Grocery
ecommerce_delivery_analytics.csv,Order Value (INR),order_value_inr,numeric,0,0,0.0,,n/a,False,50.0,2000.0,590.9944000000086,482.0,sample,417.4069708194141,0.0,0.0,,,,,382|279|599|946|334
ecommerce_delivery_analytics.csv,Customer Feedback,customer_feedback,categorical,0,0,0.0,13.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,"Fast delivery, great service!|Quick and reliable!|Items missing from order.|Horrible experience, never ordering again.|Delivery person was rude."
ecommerce_delivery_analytics.csv,Service Rating,service_rating,numeric,0,0,0.0,,n/a,False,1.0,5.0,3.2407900000000027,3.0,sample,1.575953735329825,0.0,0.0,,,,,5|2|1|4
ecommerce_delivery_analytics.csv,Delivery Delay,delivery_delay,categorical,0,0,0.0,2.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,No|Yes
ecommerce_delivery_analytics.csv,Refund Requested,refund_requested,categorical,0,0,0.0,2.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,No|Yes
ecommerce_return_abuse_dataset.csv,order_id,order_id,categorical,0,0,0.0,60000.0,exact_non_null,True,,,,,,,,,,,,,ORD2024554|ORD2019797|ORD2058733|ORD2015301|ORD2014206
ecommerce_return_abuse_dataset.csv,customer_id,customer_id,categorical,0,0,0.0,58006.0,exact_non_null,True,,,,,,,,,,,,,CUST408891|CUST898762|CUST906263|CUST601672|CUST316429
ecommerce_return_abuse_dataset.csv,age,age,numeric,0,0,0.0,,n/a,False,18.0,70.0,44.1053833333328,44.0,sample,15.258275711442261,0.0,0.0,,,,,68|64|52|63|21
ecommerce_return_abuse_dataset.csv,account_age_days,account_age_days,numeric,0,0,0.0,,n/a,False,1.0,2500.0,1250.6877000000018,1245.0,sample,722.0129141749322,0.0,0.0,,,,,1473|1211|1291|1743|2478
ecommerce_return_abuse_dataset.csv,customer_segment,customer_segment,categorical,0,0,0.0,5.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,New|Silver|Bronze|Gold|Platinum
ecommerce_return_abuse_dataset.csv,country,country,categorical,0,0,0.0,8.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,US|FR|CA|IN|DE
ecommerce_return_abuse_dataset.csv,platform,platform,categorical,0,0,0.0,3.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Web Browser|Tablet App|Mobile App
ecommerce_return_abuse_dataset.csv,device_type,device_type,categorical,0,0,0.0,5.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,iPhone|MacBook|iPad|Windows PC|Android
ecommerce_return_abuse_dataset.csv,payment_method,payment_method,categorical,0,0,0.0,6.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Crypto|PayPal|Debit Card|Buy Now Pay Later|Credit Card
ecommerce_return_abuse_dataset.csv,product_category,product_category,categorical,0,0,0.0,12.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Toys|Books|Clothing|Home & Kitchen|Electronics
ecommerce_return_abuse_dataset.csv,avg_order_value_usd,avg_order_value_usd,numeric,0,0,0.0,,n/a,False,15.0,799.96,188.98709799999767,165.385,sample,137.7964224122008,0.0,0.0,,,,,258.77|93.63|95.66|464.47|138.01
ecommerce_return_abuse_dataset.csv,refund_amount_requested_usd,refund_amount_requested_usd,numeric,0,0,0.0,,n/a,False,12.12,836.68,176.19737133333314,150.60500000000002,sample,136.58614916435292,0.0,0.0,,,,,254.92|84.11|95.58|447.99|112.12
ecommerce_return_abuse_dataset.csv,is_high_value_item,is_high_value_item,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.3793000000000009,0.0,sample,0.48521285020081595,0.0,37242.0,,,,,1|0
ecommerce_return_abuse_dataset.csv,discount_used,discount_used,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.23865000000000083,0.0,sample,0.42625834595935,0.0,45681.0,,,,,0|1
ecommerce_return_abuse_dataset.csv,order_date,order_date,datetime,0,0,0.0,,n/a,False,,,,,,,,,2022-01-01 00:00:00,2023-12-11 00:00:00,60000.0,0.0,2022-12-25|2022-08-30|2022-10-29|2022-07-06|2023-03-26
ecommerce_return_abuse_dataset.csv,return_date,return_date,datetime,0,0,0.0,,n/a,False,,,,,,,,,2022-01-02 00:00:00,2024-12-01 00:00:00,60000.0,0.0,2023-01-09|2022-09-29|2022-11-12|2022-07-10|2023-03-31
ecommerce_return_abuse_dataset.csv,days_to_return,days_to_return,numeric,0,0,0.0,,n/a,False,1.0,55.0,16.087550000000178,15.0,sample,11.39494705256823,0.0,0.0,,,,,15|30|14|4|5
ecommerce_return_abuse_dataset.csv,return_reason,return_reason,categorical,0,0,0.0,12.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Defective/Broken|Wrong Item Sent|Item Not Received|Too Small|Found Better Price
ecommerce_return_abuse_dataset.csv,total_orders_lifetime,total_orders_lifetime,numeric,0,0,0.0,,n/a,False,1.0,120.0,41.30455000000048,39.0,sample,25.198606429010415,0.0,0.0,,,,,80|54|43|36|59
ecommerce_return_abuse_dataset.csv,total_returns_lifetime,total_returns_lifetime,numeric,0,0,0.0,,n/a,False,0.0,101.0,8.943850000000023,3.0,sample,15.000383234354434,0.0,12026.0,,,,,1|2|0|25|3
ecommerce_return_abuse_dataset.csv,return_rate_pct,return_rate_pct,numeric,0,0,0.0,,n/a,False,0.0,84.7,19.073006666666636,8.7,sample,22.729827489298977,0.0,12026.0,,,,,1.2|3.7|0.0|69.4|8.8
ecommerce_return_abuse_dataset.csv,item_returned_opened,item_returned_opened,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.4169333333333356,0.0,sample,0.49305164931160184,0.0,34984.0,,,,,0|1
ecommerce_return_abuse_dataset.csv,return_packaging_intact,return_packaging_intact,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.7366499999999944,1.0,sample,0.4404506527410321,0.0,15801.0,,,,,1|0
ecommerce_return_abuse_dataset.csv,photo_evidence_provided,photo_evidence_provided,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.3794166666666628,0.0,sample,0.4852418569355094,0.0,37235.0,,,,,1|0
ecommerce_return_abuse_dataset.csv,tracking_number_valid,tracking_number_valid,numeric,0,0,0.0,2.0,exact_non_null,True,0.0,1.0,0.9284999999999962,1.0,sample,0.2576582038282493,0.0,4290.0,,,,,1|0
ecommerce_return_abuse_dataset.csv,shipping_carrier,shipping_carrier,categorical,0,0,0.0,5.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,OnTrac|FedEx|USPS|UPS|DHL
ecommerce_return_abuse_dataset.csv,address_change_before_delivery,address_change_before_delivery,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.09345000000000088,0.0,sample,0.29106201658752995,0.0,54393.0,,,,,0|1
ecommerce_return_abuse_dataset.csv,refund_to_different_account,refund_to_different_account,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.04086666666666693,0.0,sample,0.1979812673517933,0.0,57548.0,,,,,0|1
ecommerce_return_abuse_dataset.csv,multiple_accounts_flag,multiple_accounts_flag,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.07835000000000018,0.0,sample,0.2687215612860254,0.0,55299.0,,,,,0
ecommerce_return_abuse_dataset.csv,customer_support_contacts,customer_support_contacts,numeric,0,0,0.0,,n/a,False,0.0,6.0,1.3920000000000066,1.0,sample,1.7059804610057305,0.0,21056.0,,,,,1|0|3|4
ecommerce_return_abuse_dataset.csv,previous_dispute_count,previous_dispute_count,numeric,0,0,0.0,,n/a,False,0.0,5.0,1.0980500000000148,1.0,sample,1.3753555410026421,0.0,24111.0,,,,,0|1|2|5
ecommerce_return_abuse_dataset.csv,wishlist_to_cart_time_hrs,wishlist_to_cart_time_hrs,numeric,0,0,0.0,,n/a,False,0.1,72.0,30.16844499999994,28.3,sample,22.863181517787663,0.0,0.0,,,,,70.5|25.3|36.6|4.4|40.9
ecommerce_return_abuse_dataset.csv,review_left_after_return,review_left_after_return,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.24991666666666468,0.0,sample,0.43296457867692706,0.0,45005.0,,,,,0|1
ecommerce_return_abuse_dataset.csv,abuse_type,abuse_type,categorical,0,0,0.0,4.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Legitimate|Fraudulent Return|Policy Abuser
ecommerce_return_abuse_dataset.csv,abuse_label,abuse_label,numeric,0,0,0.0,,n/a,False,0.0,3.0,0.5553999999999989,0.0,sample,0.9561716233675442,0.0,42060.0,,,,,0|2|1
final_new_cleaned_orders.csv,order_id,order_id,categorical,0,0,0.0,100000.0,exact_non_null,True,,,,,,,,,,,,,ORD000001|ORD000002|ORD000003|ORD000004|ORD000005
final_new_cleaned_orders.csv,customer_id,customer_id,categorical,0,0,0.0,9000.0,exact_non_null,True,,,,,,,,,,,,,CUST2824|CUST1409|CUST5506|CUST5012|CUST4657
final_new_cleaned_orders.csv,platform_name,platform_name,categorical,0,0,0.0,3.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Blinkit|Swiggy Instamart|JioMart
final_new_cleaned_orders.csv,product_category_id,product_category_id,numeric,0,0,0.0,6.0,exact_non_null,True,1.0,6.0,3.488570000000005,3.0,sample,1.7084289142659586,0.0,0.0,,,,,4|1|5|6|2
final_new_cleaned_orders.csv,order_datetime,order_datetime,datetime,0,0,0.0,,n/a,False,,,,,,,,,2025-05-01 00:00:00,2025-05-17 23:59:00,100000.0,0.0,16-05-2025 14:31|02-05-2025 18:45|09-05-2025 22:28|07-05-2025 09:42|13-05-2025 21:37
final_new_cleaned_orders.csv,delivery_time_min,delivery_time_min,numeric,0,0,0.0,,n/a,False,5.0,76.0,13.352989999999945,12.0,sample,5.158318336425144,0.0,0.0,,,,,15|6|14|13|8
final_new_cleaned_orders.csv,order_value_inr,order_value_inr,numeric,0,0,0.0,,n/a,False,19.0,5445.0,429.9553600000074,346.0,sample,403.1117688027349,0.0,0.0,,,,,382|90|599|40|110
final_new_cleaned_orders.csv,delivery_delay,delivery_delay,categorical,0,0,0.0,2.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,No|Yes
final_new_cleaned_orders.csv,refund_requested,refund_requested,numeric,0,0,0.0,,n/a,False,0.0,1.0,0.08871000000000057,0.0,sample,0.2843247015297831,0.0,91129.0,,,,,0|1
final_new_cleaned_orders.csv,service_rating,service_rating,numeric,0,0,0.0,,n/a,False,1.0,5.0,3.965889999999976,4.0,sample,1.1989022094816622,0.0,0.0,,,,,5|4|2|1
final_new_cleaned_orders.csv,customer_feedback,customer_feedback,categorical,0,0,0.0,13.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,"Fast delivery, great service!|Quick and reliable!|Items missing from order.|Horrible experience, never ordering again.|Delivery person was rude."
final_new_cleaned_orders.csv,product_category_name,product_category_name,categorical,0,0,0.0,6.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Fruits & Vegetables|Dairy |Beverages|Personal Care|Grocery
final_new_cleaned_orders.csv,sla_delay,sla_delay,categorical,0,0,0.0,2.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,No|Yes
final_new_cleaned_orders.csv,Segment,segment,categorical,0,0,0.0,4.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Price-only|Loyalist|Promisable
final_new_cleaned_orders.csv,hour,hour,numeric,0,0,0.0,,n/a,False,0.0,23.0,11.831499999999842,12.0,sample,6.878006088249676,0.0,4263.0,,,,,8|5|23|20|19
final_new_cleaned_orders.csv,weekday,weekday,categorical,0,0,0.0,7.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Monday|Saturday|Sunday|Tuesday|Thursday
final_new_cleaned_orders.csv,date,date,datetime,0,0,0.0,,n/a,False,,,,,,,,,2025-05-01 00:00:00,2025-05-17 00:00:00,100000.0,0.0,16-05-2025|02-05-2025|09-05-2025|07-05-2025|13-05-2025
final_new_cleaned_orders.csv,order_hour,order_hour,numeric,0,0,0.0,,n/a,False,0.0,23.0,12.33094999999988,12.0,sample,6.642645715187557,0.0,4506.0,,,,,14|18|22|9|21
Kaggle_Ecommerce Data.csv,order_id,order_id,categorical,0,0,0.0,34500.0,exact_non_null,True,,,,,,,,,,,,,O100000|O100001|O100002|O100003|O100004
Kaggle_Ecommerce Data.csv,customer_id,customer_id,categorical,0,0,0.0,7903.0,exact_non_null,True,,,,,,,,,,,,,C17270|C17603|C10860|C15390|C15226
Kaggle_Ecommerce Data.csv,product_id,product_id,categorical,0,0,0.0,24912.0,exact_non_null,True,,,,,,,,,,,,,P234890|P228204|P213892|P208689|P228063
Kaggle_Ecommerce Data.csv,category,category,categorical,0,0,0.0,7.0,exact_non_null,False,,,,,,,,,,,,,Home|Grocery|Electronics|Beauty
Kaggle_Ecommerce Data.csv,price,price,numeric,0,0,0.0,,n/a,False,1.01,2930.47,119.39163246376869,45.8,sample,195.61764145553911,0.0,0.0,,,,,164.08|24.73|175.58|63.67|16.33
Kaggle_Ecommerce Data.csv,discount,discount,numeric,0,0,0.0,,n/a,False,0.0,0.3,0.04929130434782639,0.0,sample,0.06989332915677657,0.0,18939.0,,,,,0.15|0|0.05|0.1
Kaggle_Ecommerce Data.csv,quantity,quantity,numeric,0,0,0.0,,n/a,False,1.0,5.0,1.4907246376811731,1.0,sample,0.9322566027928969,0.0,0.0,,,,,1|2
Kaggle_Ecommerce Data.csv,payment_method,payment_method,categorical,0,0,0.0,6.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Credit Card|UPI|COD|PayPal
Kaggle_Ecommerce Data.csv,order_date,order_date,datetime,0,0,0.0,,n/a,False,,,,,,,,,2023-09-12 00:00:00,2025-09-11 00:00:00,34500.0,0.0,23/12/2023|3/4/2025|8/10/2024|14/9/2024|21/12/2024
Kaggle_Ecommerce Data.csv,delivered_date,delivered_date,datetime,0,0,0.0,,n/a,False,,,,,,,,,2023-09-15 00:00:00,2025-09-21 00:00:00,34500.0,0.0,27/12/2023|9/4/2025|12/10/2024|20/9/2024|27/12/2024
Kaggle_Ecommerce Data.csv,region,region,categorical,0,0,0.0,5.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,West|South|North|East
Kaggle_Ecommerce Data.csv,returned,returned,categorical,0,0,0.0,2.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,No
Kaggle_Ecommerce Data.csv,request_date,request_date,datetime,32597,0,94.4841,,n/a,False,,,,,,,,,2023-09-24 00:00:00,2025-10-17 00:00:00,1903.0,0.0,16/10/2024|15/3/2024|12/3/2025|19/3/2024|15/10/2024
Kaggle_Ecommerce Data.csv,return_reason,return_reason,categorical,32597,0,94.4841,5.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Missing/Wrong item|No longer needed|Not as described|Defective
Kaggle_Ecommerce Data.csv,total_amount,total_amount,numeric,0,0,0.0,,n/a,False,0.82,12931.8,170.00849420289703,57.224999999999994,sample,357.4978331746745,0.0,0.0,,,,,139.47|24.73|166.8|63.67|13.88
Kaggle_Ecommerce Data.csv,shipping_cost,shipping_cost,numeric,0,0,0.0,,n/a,False,0.0,15.65,6.152119710144901,6.1,sample,2.389504096788286,0.0,50.0,,,,,7.88|4.6|6.58|5.5|2.74
Kaggle_Ecommerce Data.csv,profit_margin,profit_margin,numeric,0,0,0.0,,n/a,False,-6.2,1536.17,28.116504637681192,10.56,sample,53.352173354097154,6104.0,18.0,,,,,31.17|-2.62|13.44|2.14|1.15
Kaggle_Ecommerce Data.csv,customer_age,customer_age,numeric,0,0,0.0,,n/a,False,18.0,69.0,43.474376811594034,43.0,sample,14.980464911325697,0.0,0.0,,,,,60|37|34|21|39
Kaggle_Ecommerce Data.csv,customer_gender,customer_gender,categorical,0,0,0.0,3.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,Female|Male|Other
zepto_v2.csv,Category,category,categorical,0,0,0.0,14.0,exact_non_null,False,,,,,,,,,,,,,Fruits & Vegetables
zepto_v2.csv,name,name,categorical,0,0,0.0,1674.0,exact_non_null,False,,,,,,,,,,,,,Onion|Tomato Hybrid|Tender Coconut|Coriander Leaves|Ladies Finger 
zepto_v2.csv,mrp,mrp,numeric,0,0,0.0,,n/a,False,0.0,260000.0,15680.117899249726,11000.0,exact_from_collected,16086.651952696455,0.0,1.0,,,,,2500|4200|5100|2000|1400
zepto_v2.csv,discountPercent,discountpercent,numeric,0,0,0.0,,n/a,False,0.0,51.0,7.617095391211134,6.0,exact_from_collected,9.210498770291755,0.0,1178.0,,,,,16|15|14|17
zepto_v2.csv,availableQuantity,availablequantity,numeric,0,0,0.0,,n/a,False,0.0,6.0,4.008574490889599,5.0,exact_from_collected,2.2032158616401465,0.0,453.0,,,,,3
zepto_v2.csv,discountedSellingPrice,discountedsellingprice,numeric,0,0,0.0,,n/a,False,0.0,139900.0,14192.83494105039,10400.0,exact_from_collected,13848.87046990313,0.0,1.0,,,,,2100|3500|4300|1700|1200
zepto_v2.csv,weightInGms,weightingms,numeric,0,0,0.0,,n/a,False,0.0,10000.0,387.8437834941046,225.0,exact_from_collected,678.0056538457319,0.0,4.0,,,,,1000|58|100|250|200
zepto_v2.csv,outOfStock,outofstock,categorical,0,0,0.0,2.0,exact_if_low_card_else_lower_bound,False,,,,,,,,,,,,,FALSE
zepto_v2.csv,quantity,quantity,numeric,0,0,0.0,,n/a,False,0.0,1500.0,213.27090032154328,186.0,exact_from_collected,194.70488504776048,0.0,6.0,,,,,1|100|250|200
