order_id,customer_id,platform_name,product_category_id,order_datetime,delivery_time_min,order_value_inr,delivery_delay,refund_requested,service_rating,customer_feedback,product_category_name,sla_delay,Segment,hour,weekday,date,order_hour
ORD000014,CUST4582,Blinkit,1,17-05-2025 18:42,16,322,No,1,3,"Very late delivery, not happy.",Dairy ,No,At-Risk,23,Thursday,17-05-2025,18
ORD000015,CUST4811,Swiggy Instamart,4,07-05-2025 21:02,6,50,No,0,5,"Easy to order, loved it!",Fruits & Vegetables,No,Price-only,10,Thursday,07-05-2025,21
ORD000016,CUST9279,Blinkit,5,12-05-2025 04:17,9,143,No,0,5,Good quality products.,Beverages,No,Price-only,6,Tuesday,12-05-2025,4
ORD000017,CUST1434,Swiggy Instamart,5,11-05-2025 08:37,11,110,Yes,0,4,"Not fresh, disappointed.",Beverages,No,Price-only,14,Wednesday,11-05-2025,8
ORD000018,CUST4257,Swiggy Instamart,5,15-05-2025 00:02,6,161,No,0,5,Excellent experience!,Beverages,No,Price-only,14,Thursday,15-05-2025,0
ORD000019,CUST9928,Swiggy Instamart,1,06-05-2025 20:33,9,417,No,0,5,"Horrible experience, never ordering again.",Dairy ,No,Price-only,6,Monday,06-05-2025,20
ORD000020,CUST7873,Swiggy Instamart,5,05-05-2025 10:07,6,677,No,0,5,Quick and reliable!,Beverages,No,Price-only,8,Wednesday,05-05-2025,10
ORD000021,CUST4611,Blinkit,5,05-05-2025 14:48,8,250,No,0,5,Wrong item delivered.,Beverages,No,Price-only,3,Wednesday,05-05-2025,14
ORD000022,CUST8359,Blinkit,5,10-05-2025 22:46,7,739,No,0,5,Delivery person was rude.,Beverages,No,Price-only,16,Sunday,10-05-2025,22
ORD000023,CUST5557,Swiggy Instamart,5,09-05-2025 20:48,13,486,No,0,4,Good quality products.,Beverages,No,At-Risk,3,Thursday,09-05-2025,20
ORD000024,CUST1106,Swiggy Instamart,5,06-05-2025 17:44,7,202,No,0,5,Packaging could be better.,Beverages,No,Price-only,12,Monday,06-05-2025,17
ORD000025,CUST3615,Blinkit,2,04-05-2025 19:01,8,1288,No,0,5,Delivery person was rude.,Grocery,No,Loyalist,21,Tuesday,04-05-2025,19
ORD000026,CUST7924,Blinkit,1,13-05-2025 08:42,9,110,No,0,5,Very satisfied with the service.,Dairy ,No,Price-only,18,Tuesday,13-05-2025,8
ORD000027,CUST6574,Blinkit,4,02-05-2025 17:22,13,299,Yes,0,4,Items missing from order.,Fruits & Vegetables,No,Price-only,7,Wednesday,02-05-2025,17
ORD000028,CUST5552,Blinkit,1,07-05-2025 08:13,11,334,No,0,4,Wrong item delivered.,Dairy ,No,Price-only,6,Wednesday,07-05-2025,8
ORD000029,CUST3547,Blinkit,1,04-05-2025 12:50,21,563,Yes,1,2,"Horrible experience, never ordering again.",Dairy ,Yes,Price-only,23,Saturday,04-05-2025,12
ORD000030,CUST4527,Blinkit,2,05-05-2025 06:21,14,89,No,0,5,"Easy to order, loved it!",Grocery,No,Price-only,11,Saturday,05-05-2025,6
ORD000031,CUST6514,Swiggy Instamart,5,13-05-2025 23:44,8,757,No,0,5,Excellent experience!,Beverages,No,Loyalist,20,Monday,13-05-2025,23
ORD000032,CUST2674,Blinkit,6,12-05-2025 22:27,11,299,No,0,4,Packaging could be better.,Personal Care,No,Price-only,11,Saturday,12-05-2025,22
ORD000033,CUST2519,Swiggy Instamart,1,15-05-2025 15:19,7,290,No,0,5,Quick and reliable!,Dairy ,No,Price-only,18,Monday,15-05-2025,15
ORD000034,CUST7224,Swiggy Instamart,6,13-05-2025 18:32,9,697,No,0,5,"Fast delivery, great service!",Personal Care,No,Loyalist,3,Thursday,13-05-2025,18
ORD000035,CUST2584,Blinkit,6,10-05-2025 23:49,13,668,Yes,0,5,"Fast delivery, great service!",Personal Care,No,Loyalist,6,Sunday,10-05-2025,23
ORD000036,CUST6881,Swiggy Instamart,4,02-05-2025 05:36,6,582,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Loyalist,2,Monday,02-05-2025,5
ORD000037,CUST6635,Blinkit,4,03-05-2025 14:33,17,101,No,0,5,"Fast delivery, great service!",Fruits & Vegetables,Yes,Price-only,3,Monday,03-05-2025,14
ORD000038,CUST5333,Blinkit,3,13-05-2025 19:57,16,402,No,1,4,Wrong item delivered.,Snacks,No,Loyalist,15,Friday,13-05-2025,19
ORD000039,CUST1711,Blinkit,5,15-05-2025 04:39,13,711,Yes,0,3,Wrong item delivered.,Beverages,No,Price-only,20,Friday,15-05-2025,4
ORD000040,CUST8527,Blinkit,1,06-05-2025 14:32,14,632,No,0,5,Quick and reliable!,Dairy ,No,Loyalist,1,Thursday,06-05-2025,14
ORD000041,CUST9785,Blinkit,4,01-05-2025 06:17,15,516,No,1,3,Wrong item delivered.,Fruits & Vegetables,No,Price-only,23,Monday,01-05-2025,6
ORD000042,CUST3045,Blinkit,5,15-05-2025 19:20,14,409,No,1,4,"Horrible experience, never ordering again.",Beverages,No,Price-only,5,Saturday,15-05-2025,19
ORD000043,CUST7201,Blinkit,3,02-05-2025 16:48,16,124,No,1,3,Delivery person was rude.,Snacks,No,Price-only,0,Friday,02-05-2025,16
ORD000044,CUST2291,Blinkit,2,07-05-2025 22:54,9,150,No,0,5,Quick and reliable!,Grocery,No,Price-only,11,Wednesday,07-05-2025,22
ORD000045,CUST5803,Blinkit,6,06-05-2025 16:02,6,89,No,0,5,"Easy to order, loved it!",Personal Care,No,Price-only,18,Wednesday,06-05-2025,16
ORD000046,CUST6925,Blinkit,3,12-05-2025 20:05,11,174,No,0,5,Excellent experience!,Snacks,No,Price-only,6,Saturday,12-05-2025,20
ORD000047,CUST4150,Swiggy Instamart,3,03-05-2025 10:00,12,320,Yes,0,1,"Horrible experience, never ordering again.",Snacks,No,Price-only,10,Thursday,03-05-2025,10
ORD000048,CUST2139,Blinkit,3,16-05-2025 19:25,11,71,No,0,3,Packaging could be better.,Snacks,No,Price-only,11,Sunday,16-05-2025,19
ORD000049,CUST1750,Swiggy Instamart,3,02-05-2025 08:43,5,53,No,0,5,"Fast delivery, great service!",Snacks,No,Loyalist,13,Sunday,02-05-2025,8
ORD000050,CUST4733,Swiggy Instamart,6,13-05-2025 23:10,8,916,No,0,5,Wrong item delivered.,Personal Care,No,Loyalist,12,Saturday,13-05-2025,23
ORD000051,CUST5741,Swiggy Instamart,1,11-05-2025 10:27,6,289,No,0,5,Quick and reliable!,Dairy ,No,Price-only,15,Sunday,11-05-2025,10
ORD000052,CUST2307,Blinkit,2,09-05-2025 05:16,8,774,No,0,5,"Easy to order, loved it!",Grocery,No,Price-only,0,Tuesday,09-05-2025,5
ORD000053,CUST4814,Swiggy Instamart,5,16-05-2025 13:42,11,917,No,0,4,Quick and reliable!,Beverages,No,Price-only,10,Monday,16-05-2025,13
ORD000054,CUST2654,Blinkit,4,10-05-2025 09:00,11,424,No,0,4,"Not fresh, disappointed.",Fruits & Vegetables,No,Price-only,14,Tuesday,10-05-2025,9
ORD000055,CUST7227,Swiggy Instamart,5,01-05-2025 08:18,11,167,Yes,0,4,"Very late delivery, not happy.",Beverages,No,Price-only,21,Tuesday,01-05-2025,8
ORD000056,CUST5554,Blinkit,4,16-05-2025 16:39,11,657,No,0,4,Packaging could be better.,Fruits & Vegetables,No,Price-only,8,Sunday,16-05-2025,16
ORD000057,CUST8428,Blinkit,6,14-05-2025 20:13,21,740,Yes,1,3,Good quality products.,Personal Care,Yes,Price-only,22,Monday,14-05-2025,20
ORD000058,CUST6977,Blinkit,1,03-05-2025 22:53,7,243,No,0,5,Wrong item delivered.,Dairy ,No,Price-only,19,Monday,03-05-2025,22
ORD000059,CUST3664,Blinkit,1,17-05-2025 15:59,19,557,No,1,3,"Not fresh, disappointed.",Dairy ,Yes,Loyalist,8,Sunday,17-05-2025,15
ORD000060,CUST7065,Blinkit,4,12-05-2025 15:10,17,555,No,0,3,Packaging could be better.,Fruits & Vegetables,Yes,Price-only,22,Sunday,12-05-2025,15
ORD000061,CUST6820,Swiggy Instamart,4,05-05-2025 07:18,9,586,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,9,Monday,05-05-2025,7
ORD000062,CUST4432,Blinkit,5,02-05-2025 09:10,8,666,No,0,5,Delivery person was rude.,Beverages,No,Price-only,11,Sunday,02-05-2025,9
ORD000063,CUST5374,Swiggy Instamart,3,09-05-2025 09:13,9,61,Yes,0,5,Delivery person was rude.,Snacks,No,Price-only,23,Wednesday,09-05-2025,9
ORD000064,CUST2169,Swiggy Instamart,1,01-05-2025 13:36,12,772,Yes,0,1,"Horrible experience, never ordering again.",Dairy ,No,Price-only,16,Wednesday,01-05-2025,13
ORD000065,CUST3803,Swiggy Instamart,6,04-05-2025 17:24,6,232,No,0,5,"Not fresh, disappointed.",Personal Care,No,Price-only,23,Friday,04-05-2025,17
ORD000066,CUST9751,Swiggy Instamart,6,04-05-2025 07:43,5,343,No,0,5,Wrong item delivered.,Personal Care,No,Loyalist,5,Monday,04-05-2025,7
ORD000067,CUST5010,Swiggy Instamart,1,02-05-2025 01:58,9,796,No,0,5,Wrong item delivered.,Dairy ,No,Promisable,7,Saturday,02-05-2025,1
ORD000068,CUST3677,Swiggy Instamart,1,04-05-2025 00:14,11,146,No,0,4,Excellent experience!,Dairy ,No,Price-only,20,Sunday,04-05-2025,0
ORD000069,CUST8573,Swiggy Instamart,4,17-05-2025 05:17,12,536,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,0,Tuesday,17-05-2025,5
ORD000070,CUST7216,Blinkit,3,06-05-2025 19:39,12,353,No,0,3,"Very late delivery, not happy.",Snacks,No,Price-only,7,Friday,06-05-2025,19
ORD000071,CUST5422,Blinkit,1,16-05-2025 05:59,11,641,No,0,4,"Not fresh, disappointed.",Dairy ,No,Price-only,10,Thursday,16-05-2025,5
ORD000072,CUST4598,Swiggy Instamart,4,15-05-2025 09:50,11,341,No,0,4,Excellent experience!,Fruits & Vegetables,No,Price-only,15,Saturday,15-05-2025,9
ORD000073,CUST6313,Swiggy Instamart,1,05-05-2025 17:27,7,425,No,0,5,"Fast delivery, great service!",Dairy ,No,Loyalist,8,Sunday,05-05-2025,17
ORD000074,CUST1916,Swiggy Instamart,3,08-05-2025 09:59,5,284,Yes,0,5,Wrong item delivered.,Snacks,No,Price-only,3,Monday,08-05-2025,9
ORD000075,CUST4752,Swiggy Instamart,5,09-05-2025 04:31,8,905,No,0,5,Quick and reliable!,Beverages,No,Price-only,6,Wednesday,09-05-2025,4
ORD000076,CUST1525,Swiggy Instamart,2,14-05-2025 07:15,9,623,No,0,5,Very satisfied with the service.,Grocery,No,Price-only,9,Sunday,14-05-2025,7
ORD000077,CUST6168,Swiggy Instamart,5,01-05-2025 18:41,5,159,No,0,5,Items missing from order.,Beverages,No,Price-only,7,Monday,01-05-2025,18
ORD000078,CUST7572,Blinkit,4,11-05-2025 23:06,15,122,No,1,3,Delivery person was rude.,Fruits & Vegetables,No,Price-only,14,Tuesday,11-05-2025,23
ORD000079,CUST5386,Blinkit,5,15-05-2025 04:21,14,90,No,0,5,Excellent experience!,Beverages,No,Price-only,12,Saturday,15-05-2025,4
ORD000080,CUST2084,Swiggy Instamart,1,10-05-2025 05:21,10,147,No,0,5,Very satisfied with the service.,Dairy ,No,Price-only,10,Tuesday,10-05-2025,5
ORD000081,CUST4456,Blinkit,4,12-05-2025 15:14,13,565,No,0,5,Very satisfied with the service.,Fruits & Vegetables,No,Price-only,5,Saturday,12-05-2025,15
ORD000082,CUST6155,Blinkit,6,07-05-2025 06:19,14,403,No,0,4,Good quality products.,Personal Care,No,Price-only,22,Monday,07-05-2025,6
ORD000083,CUST4483,Swiggy Instamart,1,15-05-2025 19:01,9,240,Yes,0,5,Packaging could be better.,Dairy ,No,Price-only,0,Thursday,15-05-2025,19
ORD000084,CUST9179,Blinkit,5,02-05-2025 01:55,12,40,No,0,5,Very satisfied with the service.,Beverages,No,Price-only,21,Friday,02-05-2025,1
ORD000085,CUST7482,Blinkit,2,17-05-2025 16:01,9,110,No,0,5,Packaging could be better.,Grocery,No,Loyalist,16,Saturday,17-05-2025,16
ORD000086,CUST8517,Swiggy Instamart,2,01-05-2025 18:16,11,552,No,0,4,"Very late delivery, not happy.",Grocery,No,At-Risk,10,Friday,01-05-2025,18
ORD000087,CUST3340,Blinkit,5,08-05-2025 16:27,12,640,Yes,0,3,Wrong item delivered.,Beverages,No,Price-only,5,Tuesday,08-05-2025,16
ORD000088,CUST5339,Blinkit,5,11-05-2025 10:13,5,465,No,0,5,"Horrible experience, never ordering again.",Beverages,No,Price-only,21,Monday,11-05-2025,10
ORD000089,CUST3287,Swiggy Instamart,6,05-05-2025 01:11,12,99,No,0,5,"Fast delivery, great service!",Personal Care,No,Price-only,3,Tuesday,05-05-2025,1
ORD000090,CUST5040,Blinkit,4,11-05-2025 12:49,14,30,No,0,4,Items missing from order.,Fruits & Vegetables,No,Price-only,14,Sunday,11-05-2025,12
ORD000091,CUST9830,Blinkit,6,06-05-2025 07:03,8,110,No,0,5,Very satisfied with the service.,Personal Care,No,Price-only,6,Saturday,06-05-2025,7
ORD000092,CUST5304,Blinkit,4,03-05-2025 23:53,7,50,No,0,5,"Fast delivery, great service!",Fruits & Vegetables,No,Price-only,21,Saturday,03-05-2025,23
ORD000093,CUST8019,Blinkit,2,04-05-2025 11:49,9,645,No,0,5,Excellent experience!,Grocery,No,Price-only,16,Wednesday,04-05-2025,11
ORD000094,CUST7543,Blinkit,2,08-05-2025 13:26,17,90,No,0,5,"Fast delivery, great service!",Grocery,Yes,Price-only,10,Sunday,08-05-2025,13
ORD000095,CUST6930,Blinkit,6,03-05-2025 08:18,9,703,No,0,5,Good quality products.,Personal Care,No,Loyalist,15,Friday,03-05-2025,8
ORD000096,CUST4593,Blinkit,2,02-05-2025 12:43,7,378,No,0,5,Packaging could be better.,Grocery,No,Price-only,5,Wednesday,02-05-2025,12
ORD000097,CUST3266,Blinkit,4,10-05-2025 06:39,6,306,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,12,Saturday,10-05-2025,6
ORD000098,CUST9348,Blinkit,4,03-05-2025 01:23,14,160,No,0,5,"Easy to order, loved it!",Fruits & Vegetables,No,Price-only,16,Thursday,03-05-2025,1
ORD000099,CUST9085,Blinkit,5,04-05-2025 21:41,7,364,No,0,5,"Not fresh, disappointed.",Beverages,No,Price-only,18,Sunday,04-05-2025,21
ORD000100,CUST2489,Blinkit,4,07-05-2025 18:33,6,20,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,1,Wednesday,07-05-2025,18
ORD000101,CUST1771,Blinkit,5,01-05-2025 17:42,13,160,No,0,5,Very satisfied with the service.,Beverages,No,At-Risk,9,Sunday,01-05-2025,17
ORD000102,CUST2796,Blinkit,6,01-05-2025 05:17,5,377,No,0,5,Items missing from order.,Personal Care,No,Price-only,8,Thursday,01-05-2025,5
ORD000103,CUST3504,Blinkit,6,08-05-2025 04:58,14,634,Yes,0,4,Delivery person was rude.,Personal Care,No,Loyalist,0,Tuesday,08-05-2025,4
ORD000104,CUST3621,Blinkit,3,02-05-2025 15:25,7,285,No,0,5,Excellent experience!,Snacks,No,Loyalist,22,Tuesday,02-05-2025,15
ORD000105,CUST7916,Blinkit,5,14-05-2025 21:59,21,391,Yes,1,3,Items missing from order.,Beverages,Yes,Price-only,10,Tuesday,14-05-2025,21
ORD000106,CUST2040,Blinkit,3,12-05-2025 23:34,19,51,Yes,1,2,Delivery person was rude.,Snacks,Yes,Price-only,9,Sunday,12-05-2025,23
ORD000107,CUST7304,Blinkit,4,05-05-2025 12:28,12,367,No,0,4,Good quality products.,Fruits & Vegetables,No,Loyalist,7,Sunday,05-05-2025,12
ORD000108,CUST7252,Blinkit,2,17-05-2025 11:00,14,150,No,0,5,Excellent experience!,Grocery,No,Price-only,10,Sunday,17-05-2025,11
ORD000109,CUST8668,Blinkit,5,02-05-2025 20:11,11,110,Yes,0,4,Packaging could be better.,Beverages,No,Price-only,12,Tuesday,02-05-2025,20
ORD000110,CUST9669,Swiggy Instamart,1,04-05-2025 16:49,14,600,No,0,1,"Horrible experience, never ordering again.",Dairy ,No,Price-only,20,Thursday,04-05-2025,16
ORD000111,CUST5119,Blinkit,6,11-05-2025 22:49,11,727,No,0,4,Delivery person was rude.,Personal Care,No,Price-only,17,Monday,11-05-2025,22
ORD000112,CUST1188,Swiggy Instamart,5,17-05-2025 13:43,12,624,No,0,4,"Very late delivery, not happy.",Beverages,No,Price-only,19,Friday,17-05-2025,13
ORD000113,CUST2876,Blinkit,4,04-05-2025 00:19,8,275,No,0,5,Very satisfied with the service.,Fruits & Vegetables,No,Price-only,20,Sunday,04-05-2025,0
ORD000114,CUST9797,Blinkit,1,15-05-2025 01:21,13,724,Yes,0,4,"Very late delivery, not happy.",Dairy ,No,Price-only,15,Monday,15-05-2025,1
ORD000115,CUST5371,Blinkit,2,03-05-2025 08:08,12,623,No,0,5,"Fast delivery, great service!",Grocery,No,Price-only,3,Sunday,03-05-2025,8
ORD000116,CUST6573,Swiggy Instamart,5,13-05-2025 05:59,7,130,No,0,5,Quick and reliable!,Beverages,No,Price-only,8,Saturday,13-05-2025,5
ORD000117,CUST2827,Blinkit,1,11-05-2025 16:13,9,599,No,0,5,"Fast delivery, great service!",Dairy ,No,Price-only,16,Tuesday,11-05-2025,16
ORD000118,CUST5808,Blinkit,5,03-05-2025 13:20,16,502,No,1,4,Items missing from order.,Beverages,No,Loyalist,12,Sunday,03-05-2025,13
ORD000119,CUST8123,Blinkit,6,07-05-2025 00:15,9,40,No,0,5,Items missing from order.,Personal Care,No,Loyalist,14,Saturday,07-05-2025,0
ORD000120,CUST3591,Swiggy Instamart,1,08-05-2025 09:35,9,198,No,0,5,"Fast delivery, great service!",Dairy ,No,Price-only,18,Monday,08-05-2025,9
ORD000121,CUST8433,Blinkit,1,13-05-2025 07:29,11,60,No,0,5,Packaging could be better.,Dairy ,No,Loyalist,13,Sunday,13-05-2025,7
ORD000122,CUST1053,Blinkit,1,07-05-2025 13:27,21,509,Yes,1,3,"Very late delivery, not happy.",Dairy ,Yes,Price-only,20,Sunday,07-05-2025,13
ORD000123,CUST5315,Swiggy Instamart,1,04-05-2025 18:53,21,436,Yes,1,3,Very satisfied with the service.,Dairy ,Yes,Price-only,20,Thursday,04-05-2025,18
ORD000124,CUST9201,Blinkit,2,17-05-2025 04:19,13,718,Yes,0,5,Very satisfied with the service.,Grocery,No,Loyalist,10,Sunday,17-05-2025,4
ORD000125,CUST3927,Blinkit,3,14-05-2025 16:17,14,418,No,0,3,Packaging could be better.,Snacks,No,Price-only,18,Thursday,14-05-2025,16
ORD000126,CUST9317,Blinkit,3,12-05-2025 16:27,11,312,No,0,3,"Very late delivery, not happy.",Snacks,No,Price-only,6,Friday,12-05-2025,16
ORD000127,CUST2743,Blinkit,4,14-05-2025 08:00,11,230,No,0,5,"Easy to order, loved it!",Fruits & Vegetables,No,Price-only,8,Monday,14-05-2025,8
ORD000128,CUST5889,Blinkit,4,17-05-2025 20:39,14,4589,No,0,4,Items missing from order.,Fruits & Vegetables,No,Loyalist,6,Monday,17-05-2025,20
ORD000129,CUST9317,Blinkit,3,11-05-2025 07:41,16,70,No,0,5,Excellent experience!,Snacks,No,Price-only,18,Monday,11-05-2025,7
ORD000130,CUST4258,Swiggy Instamart,4,14-05-2025 21:10,10,596,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,9,Friday,14-05-2025,21
ORD000131,CUST3504,Blinkit,5,13-05-2025 13:03,19,734,Yes,1,3,"Horrible experience, never ordering again.",Beverages,Yes,Loyalist,11,Wednesday,13-05-2025,13
ORD000132,CUST7126,Blinkit,6,01-05-2025 10:50,12,150,Yes,0,4,Packaging could be better.,Personal Care,No,Loyalist,19,Tuesday,01-05-2025,10
ORD000133,CUST3646,Blinkit,5,03-05-2025 15:26,7,580,No,0,5,Very satisfied with the service.,Beverages,No,Price-only,8,Friday,03-05-2025,15
ORD000134,CUST9837,Swiggy Instamart,4,01-05-2025 04:11,11,303,No,0,4,"Fast delivery, great service!",Fruits & Vegetables,No,Price-only,9,Sunday,01-05-2025,4
ORD000135,CUST9689,Blinkit,1,16-05-2025 22:38,19,145,Yes,1,2,"Not fresh, disappointed.",Dairy ,Yes,Price-only,1,Tuesday,16-05-2025,22
ORD000136,CUST1009,Blinkit,5,06-05-2025 05:22,21,40,Yes,1,2,"Fast delivery, great service!",Beverages,Yes,At-Risk,12,Saturday,06-05-2025,5
ORD000137,CUST6310,Swiggy Instamart,1,11-05-2025 18:34,21,207,Yes,1,3,"Very late delivery, not happy.",Dairy ,Yes,Price-only,20,Sunday,11-05-2025,18
ORD000138,CUST9005,Blinkit,5,06-05-2025 18:10,11,548,No,0,3,Packaging could be better.,Beverages,No,Loyalist,2,Saturday,06-05-2025,18
ORD000139,CUST1319,Blinkit,3,10-05-2025 22:41,11,220,No,0,3,Delivery person was rude.,Snacks,No,At-Risk,9,Friday,10-05-2025,22
ORD000140,CUST2832,Blinkit,4,14-05-2025 19:45,11,209,No,0,3,"Very late delivery, not happy.",Fruits & Vegetables,No,Price-only,5,Wednesday,14-05-2025,19
ORD000141,CUST6947,Blinkit,1,12-05-2025 22:38,15,517,No,1,3,"Horrible experience, never ordering again.",Dairy ,No,Price-only,3,Monday,12-05-2025,22
ORD000142,CUST6038,Blinkit,1,11-05-2025 01:17,19,244,No,0,3,Good quality products.,Dairy ,Yes,Price-only,11,Tuesday,11-05-2025,1
ORD000143,CUST4923,Swiggy Instamart,1,09-05-2025 01:14,8,304,No,0,5,Excellent experience!,Dairy ,No,Price-only,3,Wednesday,09-05-2025,1
ORD000144,CUST1949,Swiggy Instamart,5,13-05-2025 22:21,10,899,No,0,5,Quick and reliable!,Beverages,No,Price-only,8,Saturday,13-05-2025,22
ORD000145,CUST4946,Blinkit,6,04-05-2025 11:48,13,40,Yes,0,4,Delivery person was rude.,Personal Care,No,Price-only,9,Monday,04-05-2025,11
ORD000146,CUST2290,Blinkit,3,01-05-2025 07:30,21,155,Yes,1,2,"Very late delivery, not happy.",Snacks,Yes,Price-only,17,Sunday,01-05-2025,7
ORD000147,CUST2403,Blinkit,4,10-05-2025 13:23,17,131,No,1,4,"Very late delivery, not happy.",Fruits & Vegetables,Yes,At-Risk,22,Saturday,10-05-2025,13
ORD000148,CUST8962,Blinkit,2,13-05-2025 10:48,11,330,No,0,3,Delivery person was rude.,Grocery,No,Price-only,0,Thursday,13-05-2025,10
ORD000149,CUST2133,Blinkit,4,01-05-2025 13:06,13,617,Yes,0,5,Excellent experience!,Fruits & Vegetables,No,Loyalist,2,Tuesday,01-05-2025,13
ORD000150,CUST9727,Blinkit,1,11-05-2025 23:59,10,403,No,0,5,"Not fresh, disappointed.",Dairy ,No,Price-only,20,Monday,11-05-2025,23
ORD000151,CUST3060,Swiggy Instamart,5,17-05-2025 10:03,17,106,No,0,5,Excellent experience!,Beverages,Yes,Price-only,19,Sunday,17-05-2025,10
ORD000152,CUST3103,Blinkit,6,06-05-2025 05:53,15,175,No,0,4,Packaging could be better.,Personal Care,No,Loyalist,2,Saturday,06-05-2025,5
ORD000153,CUST8787,Blinkit,1,08-05-2025 17:25,14,610,No,0,5,Quick and reliable!,Dairy ,No,Price-only,21,Wednesday,08-05-2025,17
ORD000154,CUST3705,Blinkit,6,06-05-2025 01:46,21,696,Yes,1,2,"Very late delivery, not happy.",Personal Care,Yes,Price-only,15,Monday,06-05-2025,1
ORD000155,CUST5342,Blinkit,3,02-05-2025 05:01,14,354,No,0,5,Quick and reliable!,Snacks,No,Price-only,11,Wednesday,02-05-2025,5
ORD000156,CUST9645,Blinkit,2,06-05-2025 00:28,17,583,No,0,4,Good quality products.,Grocery,Yes,Price-only,22,Wednesday,06-05-2025,0
ORD000157,CUST7932,Blinkit,1,17-05-2025 09:25,14,169,Yes,0,5,"Easy to order, loved it!",Dairy ,No,Price-only,20,Thursday,17-05-2025,9
ORD000158,CUST4470,Blinkit,6,07-05-2025 06:24,14,731,No,0,3,"Horrible experience, never ordering again.",Personal Care,No,Loyalist,22,Saturday,07-05-2025,6
ORD000159,CUST9835,Blinkit,5,11-05-2025 05:09,11,683,No,0,5,Excellent experience!,Beverages,No,Price-only,21,Tuesday,11-05-2025,5
ORD000160,CUST4295,Blinkit,2,15-05-2025 08:39,13,155,No,0,3,Wrong item delivered.,Grocery,No,Loyalist,12,Sunday,15-05-2025,8
ORD000161,CUST6107,Blinkit,2,07-05-2025 15:38,12,379,Yes,0,5,Quick and reliable!,Grocery,No,Loyalist,11,Monday,07-05-2025,15
ORD000162,CUST7537,Blinkit,1,04-05-2025 16:42,11,329,No,0,3,"Horrible experience, never ordering again.",Dairy ,No,Price-only,2,Saturday,04-05-2025,16
ORD000163,CUST7118,Swiggy Instamart,1,03-05-2025 23:27,9,412,Yes,0,5,"Very late delivery, not happy.",Dairy ,No,Price-only,1,Sunday,03-05-2025,23
ORD000164,CUST8177,Swiggy Instamart,3,16-05-2025 05:30,10,468,No,0,5,Very satisfied with the service.,Snacks,No,Price-only,9,Tuesday,16-05-2025,5
ORD000165,CUST9479,Swiggy Instamart,3,05-05-2025 16:08,10,422,No,0,5,Quick and reliable!,Snacks,No,Price-only,23,Monday,05-05-2025,16
ORD000166,CUST8397,Blinkit,5,04-05-2025 06:59,14,863,No,0,5,Quick and reliable!,Beverages,No,Loyalist,15,Tuesday,04-05-2025,6
