filename,column,normalized,missing_count,blank_count,unique_count,numeric_min,numeric_max,numeric_mean,numeric_median,numeric_median_note,date_min,date_max,date_invalid
Kaggle_Ecommerce Data.csv,order_date,order_date,0,0,,,,,,,2023-09-12 00:00:00,2025-09-11 00:00:00,0.0
Kaggle_Ecommerce Data.csv,delivered_date,delivered_date,0,0,,,,,,,2023-09-15 00:00:00,2025-09-21 00:00:00,0.0
Kaggle_Ecommerce Data.csv,region,region,0,0,,,,,,,,,
Kaggle_Ecommerce Data.csv,returned,returned,0,0,,,,,,,,,34500.0
Kaggle_Ecommerce Data.csv,request_date,request_date,32597,0,,,,,,,2023-09-24 00:00:00,2025-10-17 00:00:00,0.0
Kaggle_Ecommerce Data.csv,return_reason,return_reason,32597,0,,,,,,,,,1903.0
Kaggle_Ecommerce Data.csv,total_amount,total_amount,0,0,,0.82,12931.8,170.00849420289703,56.82,EXACT,,,
Kaggle_Ecommerce Data.csv,shipping_cost,shipping_cost,0,0,,0.0,15.65,6.152119710144901,6.09,EXACT,,,
Kaggle_Ecommerce Data.csv,profit_margin,profit_margin,0,0,,-6.2,1536.17,28.116504637681192,10.55,EXACT,,,
Kaggle_Ecommerce Data.csv,customer_age,customer_age,0,0,,18.0,69.0,43.474376811594034,43.0,EXACT,,,
Kaggle_Ecommerce Data.csv,customer_gender,customer_gender,0,0,,,,,,,,,
zepto_v2.csv,Category,category,0,0,,,,,,,,,
zepto_v2.csv,name,name,0,0,,,,,,,,,
zepto_v2.csv,mrp,mrp,0,0,,0.0,260000.0,15680.117899249726,11000.0,EXACT,,,
zepto_v2.csv,discountPercent,discountpercent,0,0,,0.0,51.0,7.617095391211134,6.0,EXACT,,,
zepto_v2.csv,availableQuantity,availablequantity,0,0,,0.0,6.0,4.008574490889599,5.0,EXACT,,,
zepto_v2.csv,discountedSellingPrice,discountedsellingprice,0,0,,0.0,139900.0,14192.83494105039,10400.0,EXACT,,,
zepto_v2.csv,weightInGms,weightingms,0,0,,0.0,10000.0,387.8437834941046,225.0,EXACT,,,
zepto_v2.csv,outOfStock,outofstock,0,0,,,,,,,,,
zepto_v2.csv,quantity,quantity,0,0,,0.0,1500.0,213.27090032154328,186.0,EXACT,,,
